shop_id,book_id
1,25141137
1,25085546
1,23867168
1,23810940
1,23702213
1,23654884
1,23218233
1,22803040
1,22633443
1,22603863
1,29153607
1,29146265
1,29129829
1,28983411
1,28983177
1,28521353
1,28519553
1,28476095
1,27941124
1,27933720
1,27920322
1,27902221
1,27880873
1,26489619
1,26487171
1,25809592
1,25319664
1,25311939
1,25289998
1,25287858
1,29165521
1,/9239276
1,/9231298
1,29296796
1,25096618
1,25126127
1,23445575
1,23655301
1,29171101
1,27874588
1,29191016
1,29303678
1,24186019
1,29351602
1,29252848
1,29383944
1,29380494
1,29233626
1,29151341
1,23739650
1,29165521
1,/9239276
1,/9231298
1,29296796
1,25096618
1,25126127
1,23445575
1,23655301
1,29171101
1,27874588
1,29191016
1,29303678
1,24186019
1,29351602
1,29252848
1,29383944
1,29380494
1,29233626
1,29151341
1,23739650
1,27938046
1,23295770
1,25196022
1,29134208
1,25252459
1,29252849
1,28487446
1,24242340
1,25236155
1,29397091
1,23718018
1,29343110
1,25261736
1,23920356
1,22486115
1,24017630
1,29149544
1,25301748
1,23640067
1,25546541
1,24161320
1,28539453
1,23521159
1,29252928
1,29301878
1,29123821
1,29143683
1,28509242
1,25100275
1,25113130
1,25272999
1,29339883
1,25251043
1,23591715
1,29398056
1,25206487
1,29296795
1,29361355
1,29286249
1,29378642
1,23486395
1,23452741
1,23204518
1,22643721
1,22643718
1,22540282
1,21010701
1,20886076
1,20877654
1,20702447
1,/9094350
1,m/360717
1,29354222
1,29329923
1,29226925
1,29213947
1,29211585
1,29207230
1,29192006
1,29179174
1,26515884
1,25141757
1,24022097
1,29285630
1,29257830
1,25201707
1,23343515
1,29276816
1,29260243
1,29243065
1,29226820
1,29125985
1,29124265
1,28526742
1,28519551
1,27926111
1,23670082
1,29364161
1,29349801
1,29334477
1,29334476
1,29197502
1,28971290
1,28549186
1,28478050
1,25336419
1,25217297
1,25178565
1,23669229
1,27854654
1,26487027
1,25174206
1,25165516
1,24242827
1,24050076
1,23994242
1,23510299
1,23400223
1,23352924
1,23295387
1,25186173
1,24243057
1,29213244
1,29248023
1,28518336
1,25546179
1,29180141
1,28493049
1,25579737
1,25290043
1,29162504
1,27931943
1,29316501
1,25193451
1,24247917
1,29379196
1,29352376
1,29288042
1,28554139
1,28531652
1,23923961
1,23315334
1,29392035
1,29362446
1,29345195
1,29330711
1,29318019
1,29296794
1,29273880
1,29205346
1,29199901
1,29192293
1,29137005
1,28550054
1,27915818
1,27870515
1,25193450
1,23498184
1,22527058
1,24080099
1,25223267
1,25191452
1,25105739
1,25105735
1,25105734
1,25105177
1,25087454
1,25084623
1,24224542
1,24176095
1,29153262
1,29125984
1,28983180
1,28557476
1,28547605
1,28535637
1,28526140
1,28522624
1,28472120
1,27940671
1,24158002
1,23910874
1,23902941
1,23665979
1,23578108
1,23519003
1,23323337
1,23312679
1,22643723
1,22643722
1,27913683
1,27895102
1,27860719
1,27860195
1,26516230
1,25574431
1,25338874
1,25287814
1,25283046
1,25250243
1,28524466
1,27890234
1,25271139
1,24193448
1,23783172
1,22856229
1,21074150
1,/9221643
1,29131063
1,28494807
1,29389883
1,29376790
1,27875975
1,25307793
1,29304456
1,29286405
1,29217434
1,29121179
1,29115898
1,28554612
1,25278289
1,25269198
1,25235731
1,25164855
1,25079788
1,24044063
1,23911519
1,23642077
1,22636349
1,22504486
1,27916517
1,27860630
1,29391521
1,29384692
1,29377060
1,29343248
1,29340844
1,29269376
1,29266470
1,29224480
1,21062762
1,20735918
1,29254643
1,26482449
1,25808554
1,23965508
1,27861340
1,29396308
1,29382885
1,29380911
1,29316730
1,29316237
1,29142994
1,29138793
1,29137127
1,29136656
1,29119234
1,28474716
1,27872161
1,26183808
1,24530028
1,24026211
1,23766889
1,22561440
1,22547755
1,20635521
1,28523812
1,29336861
1,29265301
1,28554404
1,28540883
1,28517243
1,29396055
1,29395513
1,29391432
1,29387746
1,29385354
1,29385258
1,29375241
1,29373900
1,28531450
1,28504200
1,27924188
1,25858233
1,25306969
1,25231666
1,23590986
1,23684904
1,29212472
1,29382216
1,28990438
1,28971495
1,27877968
1,26921798
1,25324036
1,25265193
1,25174830
1,24021751
1,23631959
1,23293479
1,26438236
1,23921951
1,22820966
1,23678792
1,23932708
1,29279636
1,29252128
1,29167222
1,28992111
1,25315840
1,23638058
1,29306999
1,27859285
1,24026213
1,29131632
1,27901107
1,29163595
1,26918905
1,29361136
1,29219699
1,23634982
1,29363085
1,29134361
1,28989361
1,28983554
1,28983551
1,23785176
1,29279763
1,25583220
1,29316453
1,25202096
1,24170700
1,29388729
1,29335626
1,28524516
1,29371334
1,29336991
1,29285765
1,29175394
1,27906973
1,27947717
1,27915380
1,27914966
1,27902351
1,27901633
1,27890024
1,27874873
1,27858564
1,27847970
1,26439860
1,26437133
1,26195397
1,25332895
1,25274784
1,25272118
1,25266766
1,29368761
1,29366198
1,29361906
1,29357572
1,29350527
1,29340492
1,29340170
1,29291132
1,29217288
1,29214519
1,29214427
1,29204367
1,29170274
1,29158962
1,29124638
1,28552173
1,28541453
1,28522518
1,28484385
1,27951315
1,27874590
1,23941082
1,29378633
1,29362232
1,29356435
1,29301344
1,29291739
1,29260832
1,29223685
1,29191130
1,29181471
1,29156043
1,29149151
1,29130804
1,28559057
1,28533932
1,25338240
1,25249013
1,25091517
1,25088967
1,27950894
1,27915002
1,27888627
1,27869649
1,27858611
1,27853968
1,25478106
1,25293763
1,24197667
1,24164640
1,24031908
1,23962134
1,23953601
1,23915261
1,23914579
1,23366789
1,23326474
1,23315333
1,22606416
1,20931239
1,29337011
1,29185166
1,29169155
1,29167425
1,28473402
1,27941447
1,26917419
1,26441109
1,23921773
1,23677862
1,23366797
1,22623693
1,29394231
1,29388264
1,29364244
1,29364164
1,29321097
1,29144879
1,27899543
1,24195971
1,23711167
1,29364456
1,29296792
1,29296790
1,29288686
1,29193912
1,28984846
1,26484431
1,25295060
1,24146395
1,24014187
1,23643936
1,23634981
1,29367979
1,29336897
1,29329683
1,29226051
1,29123574
1,28994841
1,28547055
1,24193243
1,23786627
1,23595298
1,23354401
1,22638867
1,28470620
1,29353139
1,26486516
1,28497002
1,28542391
1,29396060
1,29395510
1,29393566
1,29384346
1,29384302
1,29368001
1,29365238
1,29350888
1,29339869
1,29328841
1,29197694
1,29149906
1,29149148
1,29139149
1,29113237
1,29000099
1,28990286
1,28983705
1,28540361
1,28501545
1,27938961
1,26445625
1,25255082
1,25199235
1,23976031
1,23748641
1,23741440
1,22549102
1,21035152
1,29162505
1,22544221
1,20719752
1,20854986
1,22520278
1,20854985
1,22544220
1,24194866
1,20719753
1,23463856
1,20854984
1,20719754
1,21017078
1,25160612
1,25268956
1,22589159
1,22520238
1,25152623
1,23727524
1,22544222
1,29199410
1,22544221
1,20719752
1,20854986
1,22520278
1,20854985
1,22544220
1,24194866
1,20719753
1,23463856
1,20854984
1,20719754
1,21017078
1,25160612
1,25268956
1,22589159
1,22520238
1,25152623
1,23727524
1,22544222
1,29199410
1,23987697
1,23463857
1,23408197
1,22669463
1,29275641
1,29356191
1,29273995
1,29271636
1,27885202
1,25232664
1,25185362
1,23932757
1,23559757
1,23496202
1,23408195
1,28977700
1,25227386
1,23727527
1,23544524
1,22579400
1,29337172
1,29317400
1,29199409
1,29133720
1,29129942
1,28491297
1,27892995
1,25342167
1,/9174353
1,25340828
1,29397172
1,29392608
1,29386805
1,29385930
1,29385395
1,29378797
1,29377013
1,29375619
1,29373575
1,29371622
1,29369995
1,29368072
1,29365807
1,29358120
1,29352879
1,29352230
1,29349465
1,29347367
1,29291763
1,29283687
1,29276095
1,29258533
1,29236267
1,29222099
1,29221927
1,29202010
1,29191549
1,29180307
1,29171684
1,29138481
1,29133630
1,29122330
1,29118058
1,28976170
1,28974299
1,28543849
1,28533568
1,28489527
1,29385690
1,29346086
1,29344563
1,29294411
1,29293614
1,29232887
1,29133718
1,29133381
1,28991128
1,28986665
1,28521279
1,28512958
1,28485144
1,27948065
1,27941259
1,27933678
1,27892996
1,27892311
1,27873926
1,26923514
1,25149742
1,25147588
1,25104898
1,25102166
1,25086197
1,25073410
1,23837536
1,23801733
1,23801731
1,23716011
1,23693270
1,23690930
1,26914946
1,26240613
1,25809869
1,25584613
1,25335344
1,25321878
1,25314943
1,25311479
1,25299107
1,25275160
1,25190370
1,25149224
1,25102168
1,25083865
1,24016916
1,23992619
1,28514972
1,25247903
1,25246706
1,22669462
1,24179567
1,23947716
1,23170999
1,29215244
1,28527973
1,25268957
1,29307596
1,29287773
1,29264790
1,25577909
1,25253186
1,25187965
1,22589154
1,22589153
1,29199408
1,29123631
1,25342166
1,25268951
1,23506755
1,23349495
1,20719756
1,23929852
1,29253659
1,29395958
1,29226634
1,29201775
1,29132180
1,27868095
1,27856255
1,26912396
1,26483402
1,26268487
1,25324241
1,25303936
1,25220041
1,29123626
1,28548857
1,28548856
1,28506916
1,27941005
1,26297047
1,25584611
1,25333327
1,25314942
1,25142210
1,25120700
1,25218309
1,23777227
1,23777226
1,23777225
1,23740760
1,23640486
1,23333434
1,23215804
1,22582024
1,22582021
1,29339871
1,29334205
1,29316207
1,29306151
1,29301871
1,29299835
1,29296844
1,29296840
1,29296839
1,29296791
1,29292283
1,29287318
1,29283636
1,29283206
1,29280269
1,29271663
1,29232859
1,29217209
1,29210383
1,29205112
1,29133714
1,29132266
1,29132264
1,29131693
1,29128404
1,29126158
1,29126157
1,29126156
1,29123630
1,28989184
1,28548855
1,28547192
1,27948062
1,27889325
1,27864925
1,26923511
1,25809494
1,25268955
1,25257664
1,25180686
1,28532085
1,28531399
1,28527602
1,28522318
1,28514973
1,28514968
1,28507095
1,28490981
1,28472723
1,28471565
1,27950257
1,27927994
1,27921661
1,27908027
1,27897904
1,27896839
1,27892608
1,27891870
1,27853248
1,27847949
1,23757195
1,23747315
1,23601269
1,23574033
1,23574032
1,23574029
1,22582020
1,29361725
1,29282479
1,29263474
1,28490181
1,29213087
1,29212854
1,29212853
1,29212851
1,29212850
1,29210867
1,29192521
1,29192443
1,29171822
1,29167051
1,29161489
1,29160770
1,29160122
1,29160083
1,29152181
1,29150079
1,29140223
1,29138897
1,29130152
1,29129654
1,24042731
1,24026392
1,24018302
1,24016385
1,24010413
1,23988115
1,23986722
1,23979732
1,23957683
1,23951999
1,23858598
1,23828352
1,23806702
1,23801729
1,23801728
1,23762682
1,23760611
1,23760571
1,23757196
1,23747314
1,29312653
1,29307191
1,29304557
1,29293613
1,29279376
1,29262005
1,29261801
1,29258471
1,29255793
1,29247885
1,29246614
1,29241848
1,29239088
1,29239087
1,29238629
1,29237165
1,29233756
1,29227125
1,29225489
1,29216952
1,23309109
1,23300677
1,23209488
1,23171001
1,23171000
1,23168563
1,23168561
1,22579399
1,22520242
1,21115944
1,21085256
1,21074877
1,21013412
1,21013411
1,20916037
1,20916036
1,20785273
1,20752868
1,20752867
1,20746962
1,29123218
1,29121447
1,29118535
1,28998611
1,28995749
1,28995700
1,28994500
1,28987922
1,28982247
1,28981869
1,28977655
1,28972028
1,28558370
1,28558368
1,28558367
1,28551705
1,28473192
1,28976722
1,21055821
1,29278002
1,29126248
1,23715237
1,28528100
1,28541326
1,29328156
1,25232602
1,28473192
1,28976722
1,21055821
1,29278002
1,29126248
1,23715237
1,28528100
1,28541326
1,29328156
1,25232602
1,26922458
1,29351439
1,29180001
1,29368075
1,27854238
1,29150685
1,25086655
1,23407125
1,27872661
1,27927223
1,26922458
1,29351439
1,29180001
1,29368075
1,27854238
1,29150685
1,25086655
1,23407125
1,27872661
1,27927223
1,27847948
1,27847940
1,27847846
1,26925083
1,26923513
1,25335810
1,25333326
1,25327831
1,25309272
1,25309271
1,25309270
1,25309141
1,25297459
1,25268958
1,25261896
1,25246446
1,25204076
1,25200224
1,25190371
1,25184509
1,25184051
1,25182993
1,25149741
1,25146837
1,25142164
1,24170403
1,23516007
1,23295773
1,25102165
1,25089809
1,25083901
1,25071203
1,24219796
1,23721695
1,23672261
1,23664329
1,23630244
1,23574031
1,23574030
1,23533212
1,23525853
1,24219779
1,24196656
1,24180220
1,24178380
1,24175318
1,24169004
1,24167811
1,24167697
1,24105051
1,24049773
1,24046956
1,24046163
1,24044541
1,23496203
1,23495179
1,23457720
1,23408199
1,23408198
1,23396014
1,23358074
1,23327017
1,23327016
1,23326030
1,23326029
1,23326028
1,24044540
1,24044535
1,27942753
1,25340261
1,25209368
1,25096255
1,29215219
1,25341890
1,25198988
1,20869157
1,20686247
1,29175935
1,29396509
1,29226389
1,27882793
1,25325220
1,24050061
1,26315044
1,25201334
1,28996015
1,28554440
1,28524529
1,29305645
1,25186512
1,25308985
1,29176568
1,29325128
1,20803206
1,23312938
1,25338000
1,29134558
1,28538781
1,26487694
1,27932574
1,25229345
1,20971873
1,23828561
1,29129870
1,28535816
1,27856029
1,24198400
1,28989075
1,25306224
1,29383692
1,28479692
1,28530739
1,25244709
1,26314503
1,29125132
1,28972888
1,29380011
1,28996254
1,25348842
1,23710134
1,29278338
1,25290105
1,23964981
1,27949262
1,29325113
1,25209352
1,22822492
1,25209320
1,23774097
1,26923116
1,23752766
1,28975796
1,26514435
1,25306003
1,25193883
1,23898712
1,29367978
1,28469981
1,25222015
1,25216063
1,25201336
1,29197729
1,23328945
1,29262674
1,28990748
1,25239549
1,24195738
1,29389649
1,23954654
1,23634675
1,28525842
1,25536407
1,29387473
1,29295452
1,28983162
1,25209371
1,29385204
1,29356581
1,29125133
1,28541478
1,28521031
1,27939792
1,25281402
1,25271925
2,25209322
2,23661487
2,24170737
2,24030523
2,25287160
2,23761202
2,28970286
2,28541452
2,25171167
2,27858798
2,29219491
2,29301609
2,27867305
2,24203014
2,23831251
2,29210070
2,29138967
2,27947123
2,29262871
2,29176567
2,29362823
2,29180006
2,23618527
2,25209330
2,29386324
2,29133986
2,25292348
2,29137632
2,23694106
2,29366402
2,25229344
2,25340393
2,29134555
2,28985457
2,26445258
2,29386267
2,29273879
2,23751637
2,28518095
2,28964398
2,28963890
2,25349692
2,29316609
2,27854006
2,29295343
2,29201256
2,29133375
2,28985064
2,28975800
2,28532465
2,25808344
2,24005844
2,29348504
2,29297789
2,29259959
2,29224015
2,29141233
2,28538387
2,27866079
2,25576707
2,25209329
2,25209317
2,24554342
2,24190773
2,29279055
2,29261432
2,29228182
2,28540576
2,28483915
2,28483893
2,27855156
2,26440138
2,25209361
2,25174809
2,23636135
2,29388333
2,28552533
2,28520408
2,24033031
2,24170727
2,29396777
2,29394638
2,29362994
2,29352744
2,28479225
2,29124261
2,26482313
2,25206490
2,25066616
2,23197013
2,29295935
2,29265724
2,29115221
2,27860344
2,27938272
2,29326514
2,29314209
2,29256771
2,28540864
2,27943486
2,26439841
2,25251935
2,29317809
2,28534150
2,29350089
2,29317478
2,29261396
2,29170266
2,28488388
2,25209374
2,24216356
2,23852676
2,23711489
2,29299085
2,29360918
2,29352211
2,29292067
2,29255470
2,29242832
2,29001818
2,27947741
2,27866081
2,26918816
2,26914557
2,27889394
2,25575275
2,27916389
2,25306009
2,28523790
2,27896580
2,27878070
2,29121763
2,28995535
2,28499167
2,27922256
2,27897265
2,29329081
2,24216358
2,29350881
2,27898748
2,22857287
2,28976638
2,24242910
2,23505033
2,26314504
2,25480942
2,25221649
2,25209378
2,25209339
2,25063875
2,28527668
2,29375994
2,29357409
2,29259205
2,29256969
2,28986045
2,28526390
2,27905022
2,26485246
2,25271446
2,25265340
2,25203109
2,23826542
2,23724433
2,23694105
2,29237751
2,29372211
2,29350716
2,29301805
2,29245765
2,29239518
2,28992543
2,28977373
2,27912623
2,27911777
2,27904806
2,27866080
2,27854009
2,26915092
2,25546769
2,25204476
2,25166471
2,25122027
2,25107786
2,29367151
2,29288640
2,25306005
2,29117196
2,27947739
2,25248750
2,24157849
2,29378172
2,29373244
2,29321905
2,29317432
2,29307806
2,29114596
2,26509893
2,23645243
2,29284376
2,28541451
2,28516708
2,25304107
2,29375733
2,28510251
2,29340487
2,28998028
2,28976705
2,25209315
2,24058916
2,22910622
2,29318273
2,28988110
2,27852992
2,25091039
2,28990841
2,27912637
2,27886200
2,29388847
2,29377485
2,29335654
2,29303379
2,28550048
2,28546939
2,27925986
2,25305867
2,25212731
2,29307008
2,29247977
2,29176569
2,29002134
2,26511382
2,25344041
2,25319762
2,29370653
2,29356579
2,25204703
2,23951187
2,23622558
2,23462460
2,23407472
2,22880633
2,22808230
2,29390803
2,28475553
2,27909945
2,25337791
2,25246342
2,25088669
2,24248448
2,24224898
2,24189417
2,24244409
2,24236840
2,24029100
2,23611515
2,29355800
2,29344326
2,29360207
2,29288530
2,29287435
2,29270011
2,24167581
2,23708991
2,23581334
2,23203525
2,22572820
2,22551951
2,/9266019
2,28473430
2,25202890
2,24170736
2,29329067
2,29329065
2,29245097
2,29234622
2,29198323
2,29192206
2,29146839
2,29116705
2,28992166
2,28963905
2,28525878
2,28516440
2,29389482
2,29365774
2,29357412
2,29336140
2,29326042
2,29291316
2,29256770
2,29145139
2,29130813
2,28975580
2,28552484
2,28551725
2,28524566
2,27949079
2,27947740
2,27919612
2,27903970
2,27897492
2,27880024
2,25573948
2,25100818
2,25126132
2,23643237
2,25278830
2,27898032
2,27950678
2,28981906
2,25126137
2,28981729
2,27907091
2,28471088
2,29129370
2,27883695
2,27883696
2,26440478
2,26315049
2,25289386
2,27940824
2,27860532
2,25267186
2,27883645
2,27898728
2,27898033
2,27898031
2,25275964
2,29390204
2,29383318
2,29368087
2,29273895
2,29217302
2,29140904
2,28993758
2,28976732
2,27883646
2,25112867
2,23696382
2,24080100
2,29262870
2,25267253
2,25266820
2,23643240
2,25280365
2,29199303
2,27860530
2,28494951
2,25283730
2,27883644
2,28541414
2,27925470
2,27879156
2,26914596
2,25580087
2,25280221
2,25247321
2,25169157
2,24058918
2,23531719
2,29240618
2,29391083
2,28535531
2,23720688
2,23568299
2,27949692
2,29284843
2,28996004
2,29356141
2,29344661
2,29219610
2,29148402
2,29140340
2,28554227
2,27866136
2,25859214
2,25290222
2,25281403
2,25249021
2,25100818
2,25126132
2,23643237
2,25278830
2,27898032
2,27950678
2,28981906
2,25126137
2,25209333
2,25159764
2,24240336
2,24099391
2,28981729
2,27907091
2,28471088
2,29129370
2,27883695
2,27883696
2,26440478
2,26315049
2,25289386
2,27940824
2,27860532
2,25267186
2,23992018
2,25171986
2,27883647
2,25111286
2,23618525
